bill_id	bill_type	congress	introduced_at	bill_number	sponsor_SGID
hr4415-115	hr	115	2017-11-15	4415	1346
hr3527-115	hr	115	2017-07-28	3527	1887
hr1158-115	hr	115	2017-02-16	1158	1754
hr1793-115	hr	115	2017-03-29	1793	1505
hr5123-115	hr	115	2018-02-27	5123	1833
hr749-115	hr	115	2017-01-30	749	1665
hr5579-115	hr	115	2018-04-23	5579	1804
hr635-115	hr	115	2017-01-24	635	1385
hr2804-115	hr	115	2017-06-07	2804	1520
hr4983-115	hr	115	2018-02-08	4983	1829
hr3345-115	hr	115	2017-07-20	3345	1951
hr3312-115	hr	115	2017-07-19	3312	1647
hr4274-115	hr	115	2017-11-07	4274	1806
hr2093-115	hr	115	2017-04-14	2093	99
hr7330-115	hr	115	2018-12-19	7330	1643
hr246-115	hr	115	2017-01-04	246	1763
hr5311-115	hr	115	2018-03-15	5311	1499
hr1627-115	hr	115	2017-03-20	1627	1879
hr4906-115	hr	115	2018-01-30	4906	872
hr5553-115	hr	115	2018-04-18	5553	1875
hr624-115	hr	115	2017-01-24	624	1795
hr3473-115	hr	115	2017-07-27	3473	1459
hr2023-115	hr	115	2017-04-06	2023	1924
hr127-115	hr	115	2017-01-03	127	1542
hr7208-115	hr	115	2018-11-30	7208	1773
hr400-115	hr	115	2017-01-10	400	1766
hr2059-115	hr	115	2017-04-06	2059	1626
hr5244-115	hr	115	2018-03-09	5244	1728
hr6649-115	hr	115	2018-08-03	6649	1683
hr2131-115	hr	115	2017-04-25	2131	1931
hr4285-115	hr	115	2017-11-07	4285	703
hr2704-115	hr	115	2017-05-25	2704	1520
hr2915-115	hr	115	2017-06-15	2915	1459
hr4988-115	hr	115	2018-02-08	4988	1817
hr288-115	hr	115	2017-01-04	288	1393
hr5407-115	hr	115	2018-03-22	5407	1805
hr7120-115	hr	115	2018-11-13	7120	1648
hr3598-115	hr	115	2017-07-28	3598	1316
hr3686-115	hr	115	2017-09-06	3686	593
hr3444-115	hr	115	2017-07-27	3444	1643
hr691-115	hr	115	2017-01-24	691	1720
hr1200-115	hr	115	2017-02-17	1200	1343
hr2966-115	hr	115	2017-06-20	2966	1007
hr5658-115	hr	115	2018-04-27	5658	1925
hr3413-115	hr	115	2017-07-26	3413	1564
hr1143-115	hr	115	2017-02-16	1143	1584
hr6020-115	hr	115	2018-06-06	6020	1882
hr1381-115	hr	115	2017-03-07	1381	1773
hr1506-115	hr	115	2017-03-10	1506	1849
hr2616-115	hr	115	2017-05-23	2616	1665
hr5415-115	hr	115	2018-03-26	5415	1997
hr4995-115	hr	115	2018-02-08	4995	1158
hr122-115	hr	115	2017-01-03	122	1542
hr1083-115	hr	115	2017-02-15	1083	1791
hr786-115	hr	115	2017-02-01	786	1579
hr5095-115	hr	115	2018-02-26	5095	1611
hr7096-115	hr	115	2018-10-26	7096	1435
hr6695-115	hr	115	2018-08-31	6695	187
hr1887-115	hr	115	2017-04-04	1887	1468
hr3054-115	hr	115	2017-06-26	3054	1669
hr1390-115	hr	115	2017-03-07	1390	1877
hr3059-115	hr	115	2017-06-26	3059	210
hr1219-115	hr	115	2017-02-27	1219	1531
hr3336-115	hr	115	2017-07-20	3336	231
hr3895-115	hr	115	2017-10-02	3895	1786
hr760-115	hr	115	2017-01-31	760	1449
hr2395-115	hr	115	2017-05-04	2395	1995
hr4301-115	hr	115	2017-11-08	4301	1970
hr6523-115	hr	115	2018-07-25	6523	1459
hr45-115	hr	115	2017-01-03	45	450
hr5846-115	hr	115	2018-05-16	5846	99
hr4126-115	hr	115	2017-10-25	4126	1801
hr3638-115	hr	115	2017-08-01	3638	1951
hr759-115	hr	115	2017-01-31	759	1584
hr1184-115	hr	115	2017-02-16	1184	1007
hr7186-115	hr	115	2018-11-28	7186	1853
hr5618-115	hr	115	2018-04-25	5618	1911
hr4123-115	hr	115	2017-10-25	4123	1922
hr1881-115	hr	115	2017-04-04	1881	1754
hr1347-115	hr	115	2017-03-02	1347	1955
hr3825-115	hr	115	2017-09-25	3825	1766
hr5100-115	hr	115	2018-02-27	5100	1945
hr6518-115	hr	115	2018-07-25	6518	1922
hr1990-115	hr	115	2017-04-06	1990	1877
hr890-115	hr	115	2017-02-06	890	1756
hr6585-115	hr	115	2018-07-26	6585	1846
hr466-115	hr	115	2017-01-12	466	1718
hr7065-115	hr	115	2018-10-16	7065	1766
hr3211-115	hr	115	2017-07-12	3211	1654
hr233-115	hr	115	2017-01-03	233	1264
hr5972-115	hr	115	2018-05-24	5972	2004
hr3173-115	hr	115	2017-07-10	3173	1545
hr3320-115	hr	115	2017-07-19	3320	1805
hr6819-115	hr	115	2018-09-13	6819	1777
hr5457-115	hr	115	2018-04-10	5457	347
hr7042-115	hr	115	2018-10-05	7042	1790
hr5749-115	hr	115	2018-05-10	5749	1718
hr3477-115	hr	115	2017-07-27	3477	1827
hr6741-115	hr	115	2018-09-07	6741	1821
hr740-115	hr	115	2017-01-30	740	1530
hr5036-115	hr	115	2018-02-15	5036	1889
hr3555-115	hr	115	2017-07-28	3555	1955
hr2236-115	hr	115	2017-04-28	2236	1295
hr250-115	hr	115	2017-01-04	250	1881
hr2290-115	hr	115	2017-05-02	2290	284
hr6951-115	hr	115	2018-09-27	6951	1950
hr3942-115	hr	115	2017-10-04	3942	1735
hr2658-115	hr	115	2017-05-25	2658	347
hr4661-115	hr	115	2017-12-15	4661	1895
hr1985-115	hr	115	2017-04-06	1985	593
hr1269-115	hr	115	2017-03-01	1269	1790
hr3131-115	hr	115	2017-06-29	3131	1731
hr5859-115	hr	115	2018-05-17	5859	1700
hr3800-115	hr	115	2017-09-14	3800	1212
hr5575-115	hr	115	2018-04-18	5575	1993
hr6053-115	hr	115	2018-06-08	6053	1683
hr879-115	hr	115	2017-02-06	879	1564
hr1061-115	hr	115	2017-02-15	1061	1671
hr114-115	hr	115	2017-01-03	114	1566
hr4677-115	hr	115	2017-12-18	4677	1966
hr6274-115	hr	115	2018-06-28	6274	1606
hr1270-115	hr	115	2017-03-01	1270	854
hr7095-115	hr	115	2018-10-26	7095	1942
hr6737-115	hr	115	2018-09-07	6737	2004
hr2487-115	hr	115	2017-05-17	2487	1451
hr4152-115	hr	115	2017-10-26	4152	284
hr7146-115	hr	115	2018-11-16	7146	1550
hr3328-115	hr	115	2017-07-20	3328	1939
hr6073-115	hr	115	2018-06-12	6073	1831
hr5508-115	hr	115	2018-04-13	5508	1758
hr3767-115	hr	115	2017-09-13	3767	1736
hr6749-115	hr	115	2018-09-07	6749	1951
hr3595-115	hr	115	2017-07-28	3595	1754
hr6824-115	hr	115	2018-09-13	6824	1048
hr5317-115	hr	115	2018-03-15	5317	1774
hr2845-115	hr	115	2017-06-08	2845	1908
hr4742-115	hr	115	2018-01-09	4742	1886
hr6304-115	hr	115	2018-07-03	6304	1898
hr6166-115	hr	115	2018-06-20	6166	1981
hr216-115	hr	115	2017-01-03	216	1264
hr3223-115	hr	115	2017-07-13	3223	1906
hr1912-115	hr	115	2017-04-05	1912	1846
hr5538-115	hr	115	2018-04-17	5538	1803
hr3495-115	hr	115	2017-07-27	3495	1654
hr1272-115	hr	115	2017-03-01	1272	1007
hr4804-115	hr	115	2018-01-16	4804	1435
hr5594-115	hr	115	2018-04-24	5594	1648
hr193-115	hr	115	2017-01-03	193	1455
hr553-115	hr	115	2017-01-13	553	1930
hr3053-115	hr	115	2017-06-26	3053	1345
hr5989-115	hr	115	2018-06-01	5989	1886
hr7164-115	hr	115	2018-11-20	7164	1048
hr4751-115	hr	115	2018-01-10	4751	1911
hr5707-115	hr	115	2018-05-08	5707	1945
hr5014-115	hr	115	2018-02-14	5014	1984
hr4506-115	hr	115	2017-11-30	4506	1995
hr5143-115	hr	115	2018-03-01	5143	1732
hr2925-115	hr	115	2017-06-15	2925	1322
hr4950-115	hr	115	2018-02-06	4950	593
hr4355-115	hr	115	2017-11-09	4355	693
hr3656-115	hr	115	2017-08-18	3656	1877
hr7238-115	hr	115	2018-12-10	7238	1856
hr3766-115	hr	115	2017-09-13	3766	1629
hr2203-115	hr	115	2017-04-27	2203	1926
hr2312-115	hr	115	2017-05-03	2312	1849
hr5821-115	hr	115	2018-05-15	5821	1316
hr1603-115	hr	115	2017-03-17	1603	1699
hr4324-115	hr	115	2017-11-09	4324	1852
hr3525-115	hr	115	2017-07-28	3525	1295
hr4271-115	hr	115	2017-11-07	4271	1680
hr566-115	hr	115	2017-01-13	566	1574
hr5126-115	hr	115	2018-02-27	5126	1967
hr4721-115	hr	115	2017-12-21	4721	347
hr7017-115	hr	115	2018-10-02	7017	1832
hr1268-115	hr	115	2017-03-01	1268	1587
hr3250-115	hr	115	2017-07-14	3250	1398
hr3040-115	hr	115	2017-06-23	3040	231
hr3494-115	hr	115	2017-07-27	3494	1833
hr3143-115	hr	115	2017-06-29	3143	1777
hr674-115	hr	115	2017-01-24	674	1543
hr5867-115	hr	115	2018-05-17	5867	306
hr3293-115	hr	115	2017-07-18	3293	1994
hr2509-115	hr	115	2017-05-17	2509	1657
hr1090-115	hr	115	2017-02-15	1090	1688
hr4797-115	hr	115	2018-01-16	4797	1881
hr6608-115	hr	115	2018-07-26	6608	1961
hr6239-115	hr	115	2018-06-27	6239	1758
hr4666-115	hr	115	2017-12-18	4666	1897
hr1587-115	hr	115	2017-03-16	1587	1076
hr3023-115	hr	115	2017-06-22	3023	1983
hr398-115	hr	115	2017-01-10	398	1939
hr3443-115	hr	115	2017-07-27	3443	1786
hr427-115	hr	115	2017-01-10	427	1554
hr673-115	hr	115	2017-01-24	673	1647
hr6747-115	hr	115	2018-09-07	6747	1939
hr2747-115	hr	115	2017-05-25	2747	1805
hr1921-115	hr	115	2017-04-05	1921	1877
hr210-115	hr	115	2017-01-03	210	1264
hr5725-115	hr	115	2018-05-09	5725	1574
hr2019-115	hr	115	2017-04-06	2019	1530
hr444-115	hr	115	2017-01-11	444	1683
hr5017-115	hr	115	2018-02-14	5017	1620
hr5638-115	hr	115	2018-04-26	5638	1954
hr4423-115	hr	115	2017-11-16	4423	608
hr5225-115	hr	115	2018-03-08	5225	733
hr5136-115	hr	115	2018-03-01	5136	1558
hr808-115	hr	115	2017-02-01	808	1574
hr4240-115	hr	115	2017-11-03	4240	1390
hr5648-115	hr	115	2018-04-27	5648	1540
hr1745-115	hr	115	2017-03-27	1745	1346
hr5312-115	hr	115	2018-03-15	5312	1782
hr815-115	hr	115	2017-02-01	815	2004
hr3531-115	hr	115	2017-07-28	3531	1695
hr4884-115	hr	115	2018-01-25	4884	989
hr6944-115	hr	115	2018-09-27	6944	1857
hr1429-115	hr	115	2017-03-08	1429	1820
hr991-115	hr	115	2017-02-09	991	347
hr1313-115	hr	115	2017-03-02	1313	1530
hr6927-115	hr	115	2018-09-27	6927	1888
hr4736-115	hr	115	2018-01-03	4736	1861
hr2610-115	hr	115	2017-05-23	2610	515
hr1382-115	hr	115	2017-03-07	1382	2000
hr5194-115	hr	115	2018-03-07	5194	1582
hr5534-115	hr	115	2018-04-17	5534	1775
hr3108-115	hr	115	2017-06-29	3108	1770
hr5843-115	hr	115	2018-05-16	5843	1861
hr6890-115	hr	115	2018-09-25	6890	1829
hr6402-115	hr	115	2018-07-17	6402	1002
hr3093-115	hr	115	2017-06-28	3093	1366
hr5002-115	hr	115	2018-02-13	5002	1904
hr3500-115	hr	115	2017-07-27	3500	1763
hr2633-115	hr	115	2017-05-24	2633	1295
hr25-115	hr	115	2017-01-03	25	1711
hr4268-115	hr	115	2017-11-07	4268	593
hr4740-115	hr	115	2018-01-08	4740	713
hr5293-115	hr	115	2018-03-15	5293	1954
hr4186-115	hr	115	2017-10-31	4186	1629
hr2396-115	hr	115	2017-05-04	2396	1996
hr5475-115	hr	115	2018-04-11	5475	1424
hr6015-115	hr	115	2018-06-06	6015	282
hr769-115	hr	115	2017-01-31	769	1306
hr6969-115	hr	115	2018-09-28	6969	1907
hr3690-115	hr	115	2017-09-06	3690	1777
hr3911-115	hr	115	2017-10-02	3911	1825
hr4162-115	hr	115	2017-10-27	4162	1925
hr6835-115	hr	115	2018-09-17	6835	1184
hr1631-115	hr	115	2017-03-20	1631	1898
hr3705-115	hr	115	2017-09-07	3705	1643
hr6137-115	hr	115	2018-06-19	6137	1191
hr7372-115	hr	115	2018-12-20	7372	284
hr1644-115	hr	115	2017-03-21	1644	1002
hr6242-115	hr	115	2018-06-27	6242	1793
hr2902-115	hr	115	2017-06-15	2902	1791
hr1362-115	hr	115	2017-03-06	1362	1976
hr6584-115	hr	115	2018-07-26	6584	1891
hr3928-115	hr	115	2017-10-03	3928	1721
hr2684-115	hr	115	2017-05-25	2684	1786
hr545-115	hr	115	2017-01-13	545	1831
hr4344-115	hr	115	2017-11-09	4344	1758
hr6460-115	hr	115	2018-07-19	6460	1997
hr5275-115	hr	115	2018-03-14	5275	1736
hr4849-115	hr	115	2018-01-19	4849	1670
hr4654-115	hr	115	2017-12-14	4654	1831
hr5103-115	hr	115	2018-02-27	5103	1295
hr2930-115	hr	115	2017-06-16	2930	1953
hr1919-115	hr	115	2017-04-05	1919	1912
hr680-115	hr	115	2017-01-24	680	1829
hr4617-115	hr	115	2017-12-12	4617	1646
hr6886-115	hr	115	2018-09-25	6886	608
hr2501-115	hr	115	2017-05-17	2501	1936
hr6718-115	hr	115	2018-09-06	6718	1754
hr1438-115	hr	115	2017-03-08	1438	713
hr5634-115	hr	115	2018-04-26	5634	1914
hr6396-115	hr	115	2018-07-17	6396	1987
hr3493-115	hr	115	2017-07-27	3493	1833
hr3269-115	hr	115	2017-07-17	3269	1887
hr6459-115	hr	115	2018-07-19	6459	1158
hr7339-115	hr	115	2018-12-19	7339	284
hr3769-115	hr	115	2017-09-13	3769	1346
hr3563-115	hr	115	2017-07-28	3563	1878
hr4033-115	hr	115	2017-10-12	4033	1560
hr7322-115	hr	115	2018-12-17	7322	1924
hr5427-115	hr	115	2018-04-05	5427	1756
hr652-115	hr	115	2017-01-24	652	258
hr4819-115	hr	115	2018-01-18	4819	1532
hr1911-115	hr	115	2017-04-05	1911	1078
hr1957-115	hr	115	2017-04-05	1957	1507
hr6581-115	hr	115	2018-07-26	6581	1879
hr534-115	hr	115	2017-01-13	534	1907
hr3581-115	hr	115	2017-07-28	3581	1902
hr1624-115	hr	115	2017-03-20	1624	1820
hr5800-115	hr	115	2018-05-15	5800	1184
hr1949-115	hr	115	2017-04-05	1949	733
hr1972-115	hr	115	2017-04-06	1972	1988
hr5719-115	hr	115	2018-05-09	5719	1766
hr2914-115	hr	115	2017-06-15	2914	1987
hr6620-115	hr	115	2018-07-26	6620	1726
hr5302-115	hr	115	2018-03-15	5302	282
hr617-115	hr	115	2017-01-24	617	282
hr2972-115	hr	115	2017-06-21	2972	1212
hr6123-115	hr	115	2018-06-15	6123	1048
hr4918-115	hr	115	2018-02-02	4918	1987
hr5341-115	hr	115	2018-03-20	5341	1541
hr1756-115	hr	115	2017-03-28	1756	1895
hr4792-115	hr	115	2018-01-12	4792	1191
hr126-115	hr	115	2017-01-03	126	1542
hr1241-115	hr	115	2017-02-28	1241	1790
hr1246-115	hr	115	2017-02-28	1246	1899
hr4565-115	hr	115	2017-12-06	4565	1700
hr2639-115	hr	115	2017-05-24	2639	640
hr2476-115	hr	115	2017-05-17	2476	1766
hr7011-115	hr	115	2018-10-02	7011	1408
hr7328-115	hr	115	2018-12-19	7328	1819
hr4913-115	hr	115	2018-02-02	4913	1729
hr1337-115	hr	115	2017-03-02	1337	1831
hr2848-115	hr	115	2017-06-08	2848	1916
hr5750-115	hr	115	2018-05-10	5750	1475
hr6301-115	hr	115	2018-06-29	6301	1574
hr606-115	hr	115	2017-01-23	606	1902
hr4408-115	hr	115	2017-11-15	4408	1939
hr1354-115	hr	115	2017-03-02	1354	1632
hr4513-115	hr	115	2017-12-01	4513	1817
hr2254-115	hr	115	2017-04-28	2254	1390
hr2416-115	hr	115	2017-05-11	2416	1835
hr2250-115	hr	115	2017-04-28	2250	1688
hr46-115	hr	115	2017-01-03	46	1939
hr6366-115	hr	115	2018-07-13	6366	1922
hr5129-115	hr	115	2018-02-27	5129	1078
hr3623-115	hr	115	2017-07-28	3623	1691
hr3692-115	hr	115	2017-09-07	3692	1657
hr6156-115	hr	115	2018-06-20	6156	1912
hr6350-115	hr	115	2018-07-12	6350	1474
hr6084-115	hr	115	2018-06-13	6084	1882
hr2655-115	hr	115	2017-05-25	2655	1910
hr4639-115	hr	115	2017-12-13	4639	1981
hr1108-115	hr	115	2017-02-16	1108	284
hr5977-115	hr	115	2018-05-25	5977	1860
hr151-115	hr	115	2017-01-03	151	1542
hr6724-115	hr	115	2018-09-06	6724	1752
hr5016-115	hr	115	2018-02-14	5016	1869
hr5582-115	hr	115	2018-04-23	5582	1891
hr5216-115	hr	115	2018-03-08	5216	1857
hr3967-115	hr	115	2017-10-05	3967	1846
hr4163-115	hr	115	2017-10-27	4163	1954
hr2222-115	hr	115	2017-04-27	2222	1750
hr5559-115	hr	115	2018-04-18	5559	1692
hr7102-115	hr	115	2018-10-30	7102	1565
hr5596-115	hr	115	2018-04-24	5596	1890
hr6261-115	hr	115	2018-06-28	6261	1889
hr6848-115	hr	115	2018-09-20	6848	1882
hr6195-115	hr	115	2018-06-22	6195	1868
hr6966-115	hr	115	2018-09-28	6966	1738
hr1406-115	hr	115	2017-03-07	1406	515
hr158-115	hr	115	2017-01-03	158	515
hr6463-115	hr	115	2018-07-23	6463	1899
hr6453-115	hr	115	2018-07-19	6453	1756
hr2328-115	hr	115	2017-05-03	2328	1620
hr3624-115	hr	115	2017-07-28	3624	1346
hr3590-115	hr	115	2017-07-28	3590	1459
hr1413-115	hr	115	2017-03-07	1413	1505
hr1741-115	hr	115	2017-03-27	1741	1961
hr2517-115	hr	115	2017-05-18	2517	1993
hr2355-115	hr	115	2017-05-04	2355	1611
hr2089-115	hr	115	2017-04-12	2089	347
hr4378-115	hr	115	2017-11-13	4378	2000
hr2108-115	hr	115	2017-04-20	2108	1777
hr4343-115	hr	115	2017-11-09	4343	1758
hr4133-115	hr	115	2017-10-25	4133	1343
hr1425-115	hr	115	2017-03-08	1425	1718
hr694-115	hr	115	2017-01-24	694	1982
hr3068-115	hr	115	2017-06-27	3068	1754
hr6179-115	hr	115	2018-06-21	6179	1821
hr4559-115	hr	115	2017-12-06	4559	1909
hr1296-115	hr	115	2017-03-01	1296	1431
hr2878-115	hr	115	2017-06-12	2878	1758
hr952-115	hr	115	2017-02-07	952	1620
hr3013-115	hr	115	2017-06-22	3013	1944
hr2373-115	hr	115	2017-05-04	2373	1754
hr3350-115	hr	115	2017-07-20	3350	1048
hr4062-115	hr	115	2017-10-12	4062	1479
hr2754-115	hr	115	2017-05-26	2754	1322
hr2871-115	hr	115	2017-06-12	2871	1773
hr2436-115	hr	115	2017-05-16	2436	1643
hr3774-115	hr	115	2017-09-14	3774	1820
hr5057-115	hr	115	2018-02-15	5057	1967
hr2839-115	hr	115	2017-06-08	2839	1680
hr2341-115	hr	115	2017-05-03	2341	1574
hr795-115	hr	115	2017-02-01	795	1816
hr1927-115	hr	115	2017-04-05	1927	1422
hr3248-115	hr	115	2017-07-14	3248	1846
hr5654-115	hr	115	2018-04-27	5654	1920
hr1247-115	hr	115	2017-02-28	1247	1905
hr6491-115	hr	115	2018-07-24	6491	1565
hr6664-115	hr	115	2018-08-10	6664	1874
hr5105-115	hr	115	2018-02-27	5105	1805
hr3175-115	hr	115	2017-07-11	3175	1584
hr6517-115	hr	115	2018-07-25	6517	347
hr816-115	hr	115	2017-02-02	816	166
hr2368-115	hr	115	2017-05-04	2368	1913
hr5480-115	hr	115	2018-04-12	5480	1002
hr5925-115	hr	115	2018-05-23	5925	1761
hr5349-115	hr	115	2018-03-20	5349	1605
hr6903-115	hr	115	2018-09-26	6903	1385
hr7321-115	hr	115	2018-12-17	7321	1915
hr6090-115	hr	115	2018-06-13	6090	1950
hr4796-115	hr	115	2018-01-16	4796	1934
hr5948-115	hr	115	2018-05-23	5948	914
hr4125-115	hr	115	2017-10-25	4125	1956
hr3416-115	hr	115	2017-07-26	3416	1777
hr7107-115	hr	115	2018-10-30	7107	1836
hr6316-115	hr	115	2018-07-06	6316	1894
hr5393-115	hr	115	2018-03-22	5393	1002
hr3181-115	hr	115	2017-07-11	3181	1766
hr6614-115	hr	115	2018-07-26	6614	1971
hr3396-115	hr	115	2017-07-25	3396	1646
hr2622-115	hr	115	2017-05-24	2622	1449
hr2648-115	hr	115	2017-05-24	2648	1750
hr2014-115	hr	115	2017-04-06	2014	1822
hr5279-115	hr	115	2018-03-14	5279	1566
hr3385-115	hr	115	2017-07-25	3385	608
hr1743-115	hr	115	2017-03-27	1743	1849
hr3739-115	hr	115	2017-09-12	3739	1930
hr2173-115	hr	115	2017-04-26	2173	1551
hr3712-115	hr	115	2017-09-08	3712	1856
hr4718-115	hr	115	2017-12-21	4718	1806
hr134-115	hr	115	2017-01-03	134	231
hr6311-115	hr	115	2018-07-06	6311	1574
hr1047-115	hr	115	2017-02-14	1047	1930
hr623-115	hr	115	2017-01-24	623	1671
hr979-115	hr	115	2017-02-07	979	1554
hr23-115	hr	115	2017-01-03	23	1795
hr2115-115	hr	115	2017-04-24	2115	1699
hr6452-115	hr	115	2018-07-19	6452	1435
hr4831-115	hr	115	2018-01-18	4831	1895
hr2354-115	hr	115	2017-05-04	2354	1864
hr994-115	hr	115	2017-02-09	994	1613
hr3290-115	hr	115	2017-07-18	3290	1558
hr728-115	hr	115	2017-01-30	728	703
hr4411-115	hr	115	2017-11-15	4411	1837
hr5713-115	hr	115	2018-05-08	5713	1588
hr6568-115	hr	115	2018-07-26	6568	1615
hr2629-115	hr	115	2017-05-24	2629	1980
hr6571-115	hr	115	2018-07-26	6571	1792
hr5273-115	hr	115	2018-03-14	5273	347
hr3274-115	hr	115	2017-07-17	3274	1559
hr1196-115	hr	115	2017-02-16	1196	2004
hr4766-115	hr	115	2018-01-11	4766	282
hr4453-115	hr	115	2017-11-17	4453	1489
hr5957-115	hr	115	2018-05-24	5957	1540
hr5127-115	hr	115	2018-02-27	5127	1397
hr5058-115	hr	115	2018-02-15	5058	1973
hr1041-115	hr	115	2017-02-14	1041	1564
hr2483-115	hr	115	2017-05-17	2483	1827
hr2477-115	hr	115	2017-05-17	2477	1562
hr495-115	hr	115	2017-01-12	495	1503
hr6908-115	hr	115	2018-09-26	6908	1750
hr6945-115	hr	115	2018-09-27	6945	1629
hr2146-115	hr	115	2017-04-26	2146	1669
hr7141-115	hr	115	2018-11-16	7141	1562
hr1744-115	hr	115	2017-03-27	1744	1078
hr3165-115	hr	115	2017-07-06	3165	1838
hr1208-115	hr	115	2017-02-21	1208	1546
hr3933-115	hr	115	2017-10-03	3933	1751
hr1884-115	hr	115	2017-04-04	1884	1890
hr215-115	hr	115	2017-01-03	215	1264
hr469-115	hr	115	2017-01-12	469	1811
hr1683-115	hr	115	2017-03-22	1683	1837
hr856-115	hr	115	2017-02-03	856	1605
hr4437-115	hr	115	2017-11-16	4437	1924
hr4704-115	hr	115	2017-12-20	4704	1516
hr4187-115	hr	115	2017-10-31	4187	1933
hr5710-115	hr	115	2018-05-08	5710	1726
hr1034-115	hr	115	2017-02-14	1034	1584
hr956-115	hr	115	2017-02-07	956	1836
hr5451-115	hr	115	2018-04-10	5451	1867
hr5776-115	hr	115	2018-05-11	5776	858
hr5187-115	hr	115	2018-03-06	5187	1997
hr4637-115	hr	115	2017-12-13	4637	1316
hr1864-115	hr	115	2017-04-03	1864	1505
hr202-115	hr	115	2017-01-03	202	1191
hr2479-115	hr	115	2017-05-17	2479	891
hr406-115	hr	115	2017-01-10	406	1316
hr4310-115	hr	115	2017-11-08	4310	1844
hr7218-115	hr	115	2018-12-06	7218	1920
hr6420-115	hr	115	2018-07-18	6420	1949
hr4670-115	hr	115	2017-12-18	4670	1675
hr4018-115	hr	115	2017-10-11	4018	1946
hr2965-115	hr	115	2017-06-20	2965	1706
hr5907-115	hr	115	2018-05-22	5907	1718
hr625-115	hr	115	2017-01-24	625	1870
hr6358-115	hr	115	2018-07-12	6358	1941
hr4161-115	hr	115	2017-10-27	4161	1922
hr4431-115	hr	115	2017-11-16	4431	1891
hr6683-115	hr	115	2018-08-28	6683	989
hr5034-115	hr	115	2018-02-15	5034	1385
hr6287-115	hr	115	2018-06-28	6287	1957
hr5492-115	hr	115	2018-04-12	5492	1638
hr4119-115	hr	115	2017-10-25	4119	1820
hr2670-115	hr	115	2017-05-25	2670	1887
hr5847-115	hr	115	2018-05-16	5847	1899
hr2723-115	hr	115	2017-05-25	2723	1669
hr6380-115	hr	115	2018-07-16	6380	1531
hr2037-115	hr	115	2017-04-06	2037	1651
hr4223-115	hr	115	2017-11-02	4223	347
hr5182-115	hr	115	2018-03-06	5182	1916
hr1641-115	hr	115	2017-03-20	1641	1212
hr484-115	hr	115	2017-01-12	484	282
hr4420-115	hr	115	2017-11-16	4420	1043
hr4322-115	hr	115	2017-11-09	4322	1890
hr6900-115	hr	115	2018-09-26	6900	934
hr6756-115	hr	115	2018-09-10	6756	1566
hr3646-115	hr	115	2017-08-04	3646	2003
hr1204-115	hr	115	2017-02-17	1204	1750
hr6792-115	hr	115	2018-09-12	6792	1505
hr3719-115	hr	115	2017-09-08	3719	1530
hr5693-115	hr	115	2018-05-07	5693	1931
hr5388-115	hr	115	2018-03-22	5388	1007
hr4760-115	hr	115	2018-01-10	4760	450
hr6115-115	hr	115	2018-06-14	6115	1435
hr2585-115	hr	115	2017-05-22	2585	1366
hr6538-115	hr	115	2018-07-25	6538	1606
hr5509-115	hr	115	2018-04-13	5509	1559
hr3592-115	hr	115	2017-07-28	3592	1935
hr1763-115	hr	115	2017-03-28	1763	1837
hr5900-115	hr	115	2018-05-21	5900	1078
hr968-115	hr	115	2017-02-07	968	1837
hr5664-115	hr	115	2018-04-27	5664	1979
hr5572-115	hr	115	2018-04-18	5572	1016
hr344-115	hr	115	2017-01-05	344	1990
hr4375-115	hr	115	2017-11-13	4375	1895
hr5727-115	hr	115	2018-05-09	5727	1900
hr2212-115	hr	115	2017-04-27	2212	1756
hr5088-115	hr	115	2018-02-26	5088	593
hr5590-115	hr	115	2018-04-24	5590	1717
hr6795-115	hr	115	2018-09-13	6795	604
hr1062-115	hr	115	2017-02-15	1062	1671
hr4131-115	hr	115	2017-10-25	4131	1828
hr1773-115	hr	115	2017-03-29	1773	187
hr5072-115	hr	115	2018-02-20	5072	1584
hr6146-115	hr	115	2018-06-19	6146	1695
hr165-115	hr	115	2017-01-03	165	515
hr7062-115	hr	115	2018-10-12	7062	733
hr6543-115	hr	115	2018-07-26	6543	1043
hr3261-115	hr	115	2017-07-14	3261	1995
hr1659-115	hr	115	2017-03-21	1659	1574
hr1913-115	hr	115	2017-04-05	1913	1973
hr3463-115	hr	115	2017-07-27	3463	1863
hr2797-115	hr	115	2017-06-07	2797	99
hr7127-115	hr	115	2018-11-14	7127	1654
hr5741-115	hr	115	2018-05-09	5741	1946
hr1309-115	hr	115	2017-03-02	1309	1939
hr4156-115	hr	115	2017-10-26	4156	1615
hr6639-115	hr	115	2018-07-27	6639	1688
hr6994-115	hr	115	2018-09-28	6994	1944
hr1-115	hr	115	2017-11-02	1	1284
hr5108-115	hr	115	2018-02-27	5108	306
hr430-115	hr	115	2017-01-10	430	1805
hr307-115	hr	115	2017-01-05	307	1901
hr4312-115	hr	115	2017-11-08	4312	1751
hr1119-115	hr	115	2017-02-16	1119	1845
hr3553-115	hr	115	2017-07-28	3553	1756
hr371-115	hr	115	2017-01-09	371	1863
hr5368-115	hr	115	2018-03-21	5368	1882
hr589-115	hr	115	2017-01-20	589	1082
hr4122-115	hr	115	2017-10-25	4122	284
hr4347-115	hr	115	2017-11-09	4347	1914
hr578-115	hr	115	2017-01-13	578	1612
