bill_id	bill_type	congress	introduced_at	bill_number	sponsor_SGID
hr256-115	hr	115	2017-01-04	256	1770
hr4836-115	hr	115	2018-01-18	4836	1812
hr2267-115	hr	115	2017-05-01	2267	1398
hr5221-115	hr	115	2018-03-08	5221	1925
hr6902-115	hr	115	2018-09-26	6902	1945
hr5080-115	hr	115	2018-02-23	5080	1830
hr2760-115	hr	115	2017-05-26	2760	1802
hr822-115	hr	115	2017-02-02	822	858
hr6610-115	hr	115	2018-07-26	6610	1835
hr2887-115	hr	115	2017-06-12	2887	1048
hr985-115	hr	115	2017-02-09	985	450
hr1104-115	hr	115	2017-02-16	1104	1819
hr4195-115	hr	115	2017-10-31	4195	872
hr1032-115	hr	115	2017-02-14	1032	1864
hr4977-115	hr	115	2018-02-08	4977	1757
hr906-115	hr	115	2017-02-07	906	1770
hr5724-115	hr	115	2018-05-09	5724	983
hr3069-115	hr	115	2017-06-27	3069	1817
hr5642-115	hr	115	2018-04-26	5642	854
hr2514-115	hr	115	2017-05-18	2514	282
hr1240-115	hr	115	2017-02-28	1240	1681
hr5688-115	hr	115	2018-05-07	5688	1817
hr4117-115	hr	115	2017-10-25	4117	306
hr6305-115	hr	115	2018-07-03	6305	1754
hr843-115	hr	115	2017-02-03	843	450
hr6702-115	hr	115	2018-09-05	6702	1564
hr5889-115	hr	115	2018-05-21	5889	1868
hr7394-115	hr	115	2018-12-21	7394	1647
hr2631-115	hr	115	2017-05-24	2631	1758
hr6722-115	hr	115	2018-09-06	6722	1620
hr3724-115	hr	115	2017-09-08	3724	1803
hr4754-115	hr	115	2018-01-10	4754	1875
hr6438-115	hr	115	2018-07-19	6438	1844
hr1671-115	hr	115	2017-03-22	1671	1757
hr1686-115	hr	115	2017-03-22	1686	1646
hr1251-115	hr	115	2017-02-28	1251	1681
hr5632-115	hr	115	2018-04-26	5632	1584
hr6701-115	hr	115	2018-09-04	6701	1541
hr1678-115	hr	115	2017-03-22	1678	1809
hr4376-115	hr	115	2017-11-13	4376	1945
hr3832-115	hr	115	2017-09-26	3832	1906
hr150-115	hr	115	2017-01-03	150	1542
hr614-115	hr	115	2017-01-23	614	1755
hr1007-115	hr	115	2017-02-13	1007	1939
hr5601-115	hr	115	2018-04-24	5601	1957
hr3034-115	hr	115	2017-06-23	3034	1968
hr739-115	hr	115	2017-01-30	739	1908
hr5946-115	hr	115	2018-05-23	5946	1967
hr5452-115	hr	115	2018-04-10	5452	1796
hr969-115	hr	115	2017-02-07	969	1837
hr529-115	hr	115	2017-01-13	529	1637
hr5255-115	hr	115	2018-03-13	5255	1614
hr3906-115	hr	115	2017-10-02	3906	1857
hr3171-115	hr	115	2017-07-10	3171	1882
hr6672-115	hr	115	2018-08-17	6672	1437
hr2771-115	hr	115	2017-06-02	2771	1855
hr21-115	hr	115	2017-01-03	21	1408
hr3891-115	hr	115	2017-09-28	3891	1582
hr7396-115	hr	115	2018-12-21	7396	1995
hr376-115	hr	115	2017-01-09	376	1366
hr3994-115	hr	115	2017-10-06	3994	1657
hr3545-115	hr	115	2017-07-28	3545	1495
hr6333-115	hr	115	2018-07-11	6333	1891
hr4229-115	hr	115	2017-11-02	4229	1548
hr7368-115	hr	115	2018-12-20	7368	1880
hr1799-115	hr	115	2017-03-29	1799	1612
hr3711-115	hr	115	2017-09-08	3711	1082
hr1823-115	hr	115	2017-03-30	1823	99
hr5070-115	hr	115	2018-02-20	5070	1816
hr2712-115	hr	115	2017-05-25	2712	1959
hr5179-115	hr	115	2018-03-06	5179	1878
hr7137-115	hr	115	2018-11-15	7137	1942
hr5081-115	hr	115	2018-02-23	5081	1939
hr6748-115	hr	115	2018-09-07	6748	640
hr1699-115	hr	115	2017-03-23	1699	1821
hr6260-115	hr	115	2018-06-28	6260	1850
hr5442-115	hr	115	2018-04-09	5442	1970
hr1224-115	hr	115	2017-02-27	1224	1869
hr5153-115	hr	115	2018-03-01	5153	1988
hr1664-115	hr	115	2017-03-22	1664	282
hr826-115	hr	115	2017-02-02	826	1901
hr3180-115	hr	115	2017-07-11	3180	1461
hr1987-115	hr	115	2017-04-06	1987	1977
hr1862-115	hr	115	2017-04-03	1862	1689
hr6252-115	hr	115	2018-06-27	6252	1960
hr3770-115	hr	115	2017-09-13	3770	1990
hr3365-115	hr	115	2017-07-24	3365	325
hr4515-115	hr	115	2017-12-01	4515	1897
hr4793-115	hr	115	2018-01-16	4793	1970
hr6413-115	hr	115	2018-07-17	6413	1996
hr5896-115	hr	115	2018-05-21	5896	1934
hr3842-115	hr	115	2017-09-26	3842	1505
hr671-115	hr	115	2017-01-24	671	713
hr1578-115	hr	115	2017-03-16	1578	1787
hr924-115	hr	115	2017-02-07	924	1845
hr6933-115	hr	115	2018-09-27	6933	1284
hr1009-115	hr	115	2017-02-13	1009	1962
hr757-115	hr	115	2017-01-31	757	1675
hr4444-115	hr	115	2017-11-16	4444	858
hr844-115	hr	115	2017-02-03	844	1760
hr4424-115	hr	115	2017-11-16	4424	1883
hr647-115	hr	115	2017-01-24	647	1614
hr102-115	hr	115	2017-01-03	102	1796
hr1156-115	hr	115	2017-02-16	1156	608
hr367-115	hr	115	2017-01-09	367	1760
hr6929-115	hr	115	2018-09-27	6929	1507
hr4-115	hr	115	2018-04-13	4	1445
hr2367-115	hr	115	2017-05-04	2367	1902
hr358-115	hr	115	2017-01-06	358	1773
hr4184-115	hr	115	2017-10-31	4184	1899
hr3445-115	hr	115	2017-07-27	3445	1002
hr300-115	hr	115	2017-01-05	300	2003
hr5082-115	hr	115	2018-02-23	5082	1964
hr2027-115	hr	115	2017-04-06	2027	1648
hr2358-115	hr	115	2017-05-04	2358	1002
hr5-115	hr	115	2017-01-03	5	450
hr667-115	hr	115	2017-01-24	667	640
hr5540-115	hr	115	2018-04-17	5540	1991
hr5042-115	hr	115	2018-02-15	5042	1846
hr2219-115	hr	115	2017-04-27	2219	1002
hr2239-115	hr	115	2017-04-28	2239	1620
hr5717-115	hr	115	2018-05-09	5717	1819
hr3050-115	hr	115	2017-06-23	3050	1184
hr5112-115	hr	115	2018-02-27	5112	1784
hr609-115	hr	115	2017-01-23	609	1754
hr3031-115	hr	115	2017-06-23	3031	258
hr4217-115	hr	115	2017-11-01	4217	1697
hr6661-115	hr	115	2018-08-10	6661	1839
hr5429-115	hr	115	2018-04-05	5429	1918
hr2518-115	hr	115	2017-05-18	2518	1625
hr3382-115	hr	115	2017-07-25	3382	1863
hr510-115	hr	115	2017-01-12	510	1048
hr2205-115	hr	115	2017-04-27	2205	1637
hr460-115	hr	115	2017-01-11	460	2003
hr1812-115	hr	115	2017-03-30	1812	1987
hr2339-115	hr	115	2017-05-03	2339	1545
hr6654-115	hr	115	2018-08-03	6654	1542
hr5428-115	hr	115	2018-04-05	5428	1850
hr5986-115	hr	115	2018-05-29	5986	1993
hr6700-115	hr	115	2018-09-04	6700	1959
hr2997-115	hr	115	2017-06-22	2997	1445
hr2753-115	hr	115	2017-05-26	2753	1856
hr3128-115	hr	115	2017-06-29	3128	1773
hr4060-115	hr	115	2017-10-12	4060	1328
hr3892-115	hr	115	2017-09-28	3892	1818
hr5175-115	hr	115	2018-03-06	5175	1184
hr1474-115	hr	115	2017-03-09	1474	733
hr978-115	hr	115	2017-02-07	978	1789
hr4205-115	hr	115	2017-11-01	4205	1845
hr4925-115	hr	115	2018-02-05	4925	1922
hr2654-115	hr	115	2017-05-25	2654	1760
hr4176-115	hr	115	2017-10-31	4176	1158
hr4852-115	hr	115	2018-01-19	4852	1961
hr338-115	hr	115	2017-01-05	338	1007
hr5060-115	hr	115	2018-02-15	5060	1799
hr6825-115	hr	115	2018-09-13	6825	1610
hr5569-115	hr	115	2018-04-18	5569	1678
hr3478-115	hr	115	2017-07-27	3478	1791
hr7090-115	hr	115	2018-10-26	7090	1900
hr804-115	hr	115	2017-02-01	804	1967
hr5412-115	hr	115	2018-03-26	5412	640
hr663-115	hr	115	2017-01-24	663	1936
hr7058-115	hr	115	2018-10-12	7058	1082
hr1832-115	hr	115	2017-03-30	1832	733
hr7089-115	hr	115	2018-10-23	7089	733
hr7288-115	hr	115	2018-12-12	7288	1799
hr2439-115	hr	115	2017-05-16	2439	1385
hr830-115	hr	115	2017-02-02	830	347
hr5495-115	hr	115	2018-04-12	5495	1946
hr3145-115	hr	115	2017-06-29	3145	1820
hr4875-115	hr	115	2018-01-22	4875	872
hr1651-115	hr	115	2017-03-21	1651	604
hr6774-115	hr	115	2018-09-12	6774	1882
hr2831-115	hr	115	2017-06-08	2831	1984
hr108-115	hr	115	2017-01-03	108	1796
hr2512-115	hr	115	2017-05-18	2512	1295
hr2039-115	hr	115	2017-04-06	2039	688
hr580-115	hr	115	2017-01-13	580	1579
hr5818-115	hr	115	2018-05-15	5818	1398
hr4188-115	hr	115	2017-10-31	4188	1637
hr4861-115	hr	115	2018-01-19	4861	1933
hr2119-115	hr	115	2017-04-25	2119	1954
hr3952-115	hr	115	2017-10-04	3952	934
hr5350-115	hr	115	2018-03-20	5350	1773
hr6391-115	hr	115	2018-07-16	6391	1930
hr2182-115	hr	115	2017-04-26	2182	2004
hr5564-115	hr	115	2018-04-18	5564	1946
hr7142-115	hr	115	2018-11-16	7142	1550
hr4584-115	hr	115	2017-12-07	4584	1917
hr6909-115	hr	115	2018-09-26	6909	1675
hr6361-115	hr	115	2018-07-12	6361	1858
hr4224-115	hr	115	2017-11-02	4224	1926
hr3849-115	hr	115	2017-09-27	3849	1691
hr2374-115	hr	115	2017-05-04	2374	1943
hr2345-115	hr	115	2017-05-03	2345	1855
hr6669-115	hr	115	2018-08-14	6669	1884
hr425-115	hr	115	2017-01-10	425	1541
hr4744-115	hr	115	2018-01-09	4744	1543
hr417-115	hr	115	2017-01-10	417	1950
hr1096-115	hr	115	2017-02-15	1096	1855
hr2056-115	hr	115	2017-04-06	2056	1967
hr3083-115	hr	115	2017-06-27	3083	1964
hr6134-115	hr	115	2018-06-19	6134	1829
hr2840-115	hr	115	2017-06-08	2840	1758
hr4132-115	hr	115	2017-10-25	4132	1984
hr4672-115	hr	115	2017-12-18	4672	358
hr2103-115	hr	115	2017-04-17	2103	1984
hr5223-115	hr	115	2018-03-08	5223	1942
hr6206-115	hr	115	2018-06-25	6206	1681
hr972-115	hr	115	2017-02-07	972	1835
hr3884-115	hr	115	2017-09-28	3884	1632
hr5256-115	hr	115	2018-03-13	5256	1692
hr440-115	hr	115	2017-01-11	440	1541
hr6458-115	hr	115	2018-07-19	6458	1847
hr3406-115	hr	115	2017-07-26	3406	1184
hr421-115	hr	115	2017-01-10	421	1956
hr4351-115	hr	115	2017-11-09	4351	693
hr3070-115	hr	115	2017-06-27	3070	1531
hr1697-115	hr	115	2017-03-23	1697	1574
hr2264-115	hr	115	2017-05-01	2264	1758
hr2849-115	hr	115	2017-06-08	2849	1924
hr5132-115	hr	115	2018-03-01	5132	1002
hr6723-115	hr	115	2018-09-06	6723	1752
hr3808-115	hr	115	2017-09-21	3808	1911
hr7160-115	hr	115	2018-11-16	7160	1657
hr130-115	hr	115	2017-01-03	130	1493
hr374-115	hr	115	2017-01-09	374	1774
hr2503-115	hr	115	2017-05-17	2503	1646
hr1271-115	hr	115	2017-03-01	1271	1749
hr3395-115	hr	115	2017-07-25	3395	1755
hr3776-115	hr	115	2017-09-14	3776	1002
hr1467-115	hr	115	2017-03-09	1467	1605
hr1649-115	hr	115	2017-03-21	1649	1904
hr4581-115	hr	115	2017-12-07	4581	1913
hr93-115	hr	115	2017-01-03	93	1796
hr6188-115	hr	115	2018-06-21	6188	1678
hr531-115	hr	115	2017-01-13	531	1932
hr1257-115	hr	115	2017-02-28	1257	1324
hr5746-115	hr	115	2018-05-10	5746	1870
hr4587-115	hr	115	2017-12-07	4587	1846
hr5071-115	hr	115	2018-02-20	5071	1816
hr1172-115	hr	115	2017-02-16	1172	858
hr6070-115	hr	115	2018-06-12	6070	1758
hr753-115	hr	115	2017-01-31	753	1346
hr997-115	hr	115	2017-02-09	997	1475
hr767-115	hr	115	2017-01-31	767	1605
hr5855-115	hr	115	2018-05-16	5855	1712
hr5038-115	hr	115	2018-02-15	5038	1738
hr5334-115	hr	115	2018-03-19	5334	1966
hr3085-115	hr	115	2017-06-27	3085	1489
hr4870-115	hr	115	2018-01-19	4870	1994
hr4557-115	hr	115	2017-12-05	4557	1825
hr3455-115	hr	115	2017-07-27	3455	1869
hr4404-115	hr	115	2017-11-15	4404	1907
hr5364-115	hr	115	2018-03-21	5364	1541
hr1952-115	hr	115	2017-04-05	1952	1849
hr1962-115	hr	115	2017-04-05	1962	1431
hr5798-115	hr	115	2018-05-15	5798	1721
hr1318-115	hr	115	2017-03-02	1318	1774
hr6454-115	hr	115	2018-07-19	6454	1835
hr6464-115	hr	115	2018-07-23	6464	1615
hr7191-115	hr	115	2018-11-29	7191	1694
hr838-115	hr	115	2017-02-02	838	1799
hr4998-115	hr	115	2018-02-13	4998	1699
hr3009-115	hr	115	2017-06-22	3009	325
hr1059-115	hr	115	2017-02-15	1059	570
hr116-115	hr	115	2017-01-03	116	1566
hr4614-115	hr	115	2017-12-11	4614	1755
hr3122-115	hr	115	2017-06-29	3122	1846
hr3925-115	hr	115	2017-10-03	3925	1385
hr5417-115	hr	115	2018-03-29	5417	1874
hr1243-115	hr	115	2017-02-28	1243	1569
hr2733-115	hr	115	2017-05-25	2733	1987
hr6443-115	hr	115	2018-07-19	6443	1978
hr1508-115	hr	115	2017-03-10	1508	1849
hr912-115	hr	115	2017-02-07	912	1613
hr5099-115	hr	115	2018-02-27	5099	1909
hr5375-115	hr	115	2018-03-21	5375	1688
hr2197-115	hr	115	2017-04-27	2197	1846
hr3187-115	hr	115	2017-07-11	3187	1805
hr111-115	hr	115	2017-01-03	111	1566
hr6513-115	hr	115	2018-07-25	6513	1690
hr6249-115	hr	115	2018-06-27	6249	621
hr3281-115	hr	115	2017-07-18	3281	1560
hr90-115	hr	115	2017-01-03	90	1796
hr4876-115	hr	115	2018-01-22	4876	1007
hr1877-115	hr	115	2017-04-04	1877	1657
hr4392-115	hr	115	2017-11-14	4392	1777
hr6840-115	hr	115	2018-09-17	6840	1954
hr6411-115	hr	115	2018-07-17	6411	1561
hr5787-115	hr	115	2018-05-15	5787	1906
hr1530-115	hr	115	2017-03-15	1530	1408
hr196-115	hr	115	2017-01-03	196	1387
hr5296-115	hr	115	2018-03-15	5296	854
hr2120-115	hr	115	2017-04-25	2120	1844
hr6931-115	hr	115	2018-09-27	6931	1550
hr2645-115	hr	115	2017-05-24	2645	1967
hr6946-115	hr	115	2018-09-27	6946	1629
hr4307-115	hr	115	2017-11-08	4307	640
hr5936-115	hr	115	2018-05-23	5936	1613
hr1387-115	hr	115	2017-03-07	1387	1671
hr7093-115	hr	115	2018-10-26	7093	187
hr587-115	hr	115	2017-01-17	587	1941
hr5954-115	hr	115	2018-05-24	5954	450
hr5027-115	hr	115	2018-02-14	5027	1978
hr2180-115	hr	115	2017-04-26	2180	1615
hr4293-115	hr	115	2017-11-07	4293	2004
hr5953-115	hr	115	2018-05-24	5953	1955
hr3988-115	hr	115	2017-10-05	3988	1997
hr2746-115	hr	115	2017-05-25	2746	1606
hr709-115	hr	115	2017-01-27	709	1366
hr6103-115	hr	115	2018-06-14	6103	1191
hr2980-115	hr	115	2017-06-21	2980	1838
hr5134-115	hr	115	2018-03-01	5134	1875
hr6643-115	hr	115	2018-07-31	6643	1758
hr5941-115	hr	115	2018-05-23	5941	1435
hr657-115	hr	115	2017-01-24	657	1775
hr7222-115	hr	115	2018-12-06	7222	1541
hr2766-115	hr	115	2017-05-30	2766	621
hr6628-115	hr	115	2018-07-26	6628	1346
hr247-115	hr	115	2017-01-04	247	1868
hr1752-115	hr	115	2017-03-28	1752	1868
hr4739-115	hr	115	2018-01-08	4739	515
hr3135-115	hr	115	2017-06-29	3135	1728
hr3405-115	hr	115	2017-07-26	3405	1998
hr2403-115	hr	115	2017-05-08	2403	1550
hr608-115	hr	115	2017-01-23	608	1812
hr2024-115	hr	115	2017-04-06	2024	1424
hr1516-115	hr	115	2017-03-13	1516	284
hr3821-115	hr	115	2017-09-25	3821	1811
hr1899-115	hr	115	2017-04-04	1899	1626
hr5652-115	hr	115	2018-04-27	5652	1977
hr5912-115	hr	115	2018-05-22	5912	1435
hr1807-115	hr	115	2017-03-30	1807	1540
hr1583-115	hr	115	2017-03-16	1583	1507
hr5899-115	hr	115	2018-05-21	5899	1911
hr2277-115	hr	115	2017-05-01	2277	1076
hr5207-115	hr	115	2018-03-07	5207	1961
hr4558-115	hr	115	2017-12-06	4558	1855
hr2316-115	hr	115	2017-05-03	2316	1667
hr7131-115	hr	115	2018-11-14	7131	1390
hr178-115	hr	115	2017-01-03	178	1475
hr1842-115	hr	115	2017-03-30	1842	1978
hr3683-115	hr	115	2017-09-06	3683	1588
hr2793-115	hr	115	2017-06-06	2793	1852
hr2808-115	hr	115	2017-06-07	2808	1837
hr2780-115	hr	115	2017-06-06	2780	1910
hr1983-115	hr	115	2017-04-06	1983	593
hr3042-115	hr	115	2017-06-23	3042	1775
hr6016-115	hr	115	2018-06-06	6016	1397
hr3338-115	hr	115	2017-07-20	3338	284
hr3780-115	hr	115	2017-09-14	3780	1827
hr4358-115	hr	115	2017-11-09	4358	693
hr3466-115	hr	115	2017-07-27	3466	1822
hr1092-115	hr	115	2017-02-15	1092	1505
hr692-115	hr	115	2017-01-24	692	989
hr7310-115	hr	115	2018-12-13	7310	1048
hr6658-115	hr	115	2018-08-07	6658	347
hr7326-115	hr	115	2018-12-17	7326	1978
hr637-115	hr	115	2017-01-24	637	1972
hr5583-115	hr	115	2018-04-23	5583	1591
hr742-115	hr	115	2017-01-30	742	1856
hr5904-115	hr	115	2018-05-22	5904	187
hr2789-115	hr	115	2017-06-06	2789	1654
hr2695-115	hr	115	2017-05-25	2695	1935
hr5484-115	hr	115	2018-04-12	5484	1846
hr772-115	hr	115	2017-01-31	772	1548
hr4591-115	hr	115	2017-12-07	4591	1717
hr4061-115	hr	115	2017-10-12	4061	1706
hr5435-115	hr	115	2018-04-05	5435	1820
hr4029-115	hr	115	2017-10-12	4029	1615
hr2935-115	hr	115	2017-06-16	2935	1212
hr5113-115	hr	115	2018-02-27	5113	1878
hr6527-115	hr	115	2018-07-25	6527	1960
hr5263-115	hr	115	2018-03-13	5263	1837
hr1802-115	hr	115	2017-03-30	1802	1804
hr6689-115	hr	115	2018-08-28	6689	914
hr1440-115	hr	115	2017-03-08	1440	1654
hr370-115	hr	115	2017-01-09	370	1768
hr5854-115	hr	115	2018-05-16	5854	1697
hr4336-115	hr	115	2017-11-09	4336	1953
hr3272-115	hr	115	2017-07-17	3272	1809
hr5690-115	hr	115	2018-05-07	5690	593
hr5731-115	hr	115	2018-05-09	5731	1543
hr4734-115	hr	115	2017-12-26	4734	1817
hr1205-115	hr	115	2017-02-21	1205	1816
hr862-115	hr	115	2017-02-03	862	1773
hr6548-115	hr	115	2018-07-26	6548	1569
hr4552-115	hr	115	2017-12-05	4552	1915
hr3946-115	hr	115	2017-10-04	3946	1871
hr1167-115	hr	115	2017-02-16	1167	1956
hr3642-115	hr	115	2017-08-04	3642	1821
hr4538-115	hr	115	2017-12-04	4538	1584
hr5389-115	hr	115	2018-03-22	5389	1856
hr6687-115	hr	115	2018-08-28	6687	1791
hr6007-115	hr	115	2018-06-05	6007	1790
hr4521-115	hr	115	2017-12-01	4521	1951
hr1579-115	hr	115	2017-03-16	1579	1803
hr3899-115	hr	115	2017-10-02	3899	1830
hr2124-115	hr	115	2017-04-25	2124	1385
hr5760-115	hr	115	2018-05-10	5760	1316
hr5140-115	hr	115	2018-03-01	5140	1843
hr3575-115	hr	115	2017-07-28	3575	1605
hr4227-115	hr	115	2017-11-02	4227	1611
hr3866-115	hr	115	2017-09-28	3866	1920
hr4263-115	hr	115	2017-11-07	4263	1957
hr3709-115	hr	115	2017-09-07	3709	1043
hr4574-115	hr	115	2017-12-06	4574	1946
hr3199-115	hr	115	2017-07-12	3199	1902
hr3652-115	hr	115	2017-08-11	3652	1688
hr4443-115	hr	115	2017-11-16	4443	1654
hr655-115	hr	115	2017-01-24	655	1905
hr6708-115	hr	115	2018-09-05	6708	1931
hr5310-115	hr	115	2018-03-15	5310	1874
hr4308-115	hr	115	2017-11-08	4308	1833
hr3257-115	hr	115	2017-07-14	3257	1720
hr6132-115	hr	115	2018-06-19	6132	1474
hr3087-115	hr	115	2017-06-27	3087	1048
hr3637-115	hr	115	2017-08-01	3637	1832
hr1831-115	hr	115	2017-03-30	1831	1957
hr2877-115	hr	115	2017-06-12	2877	99
hr3164-115	hr	115	2017-07-06	3164	1766
hr2163-115	hr	115	2017-04-26	2163	1913
hr5470-115	hr	115	2018-04-11	5470	1889
hr2603-115	hr	115	2017-05-23	2603	1540
hr2206-115	hr	115	2017-04-27	2206	621
hr3713-115	hr	115	2017-09-08	3713	1385
hr3773-115	hr	115	2017-09-14	3773	1043
hr6312-115	hr	115	2018-07-06	6312	1861
hr5193-115	hr	115	2018-03-07	5193	1987
hr3244-115	hr	115	2017-07-14	3244	1829
hr149-115	hr	115	2017-01-03	149	1542
hr4516-115	hr	115	2017-12-01	4516	1786
hr7063-115	hr	115	2018-10-12	7063	1191
hr983-115	hr	115	2017-02-07	983	1393
hr711-115	hr	115	2017-01-27	711	1605
hr1000-115	hr	115	2017-02-09	1000	231
hr6728-115	hr	115	2018-09-06	6728	1971
hr4586-115	hr	115	2017-12-07	4586	1558
hr6715-115	hr	115	2018-09-06	6715	1435
hr5226-115	hr	115	2018-03-08	5226	1551
hr1316-115	hr	115	2017-03-02	1316	1811
hr7156-115	hr	115	2018-11-16	7156	872
hr1135-115	hr	115	2017-02-16	1135	210
hr5291-115	hr	115	2018-03-14	5291	1610
hr6729-115	hr	115	2018-09-06	6729	1825
hr909-115	hr	115	2017-02-07	909	1863
hr4520-115	hr	115	2017-12-01	4520	1637
hr5870-115	hr	115	2018-05-17	5870	1925
hr2910-115	hr	115	2017-06-15	2910	1768
hr2302-115	hr	115	2017-05-02	2302	1999
hr5732-115	hr	115	2018-05-09	5732	1948
hr5780-115	hr	115	2018-05-11	5780	1882
hr4433-115	hr	115	2017-11-16	4433	1896
hr918-115	hr	115	2017-02-07	918	1628
hr2433-115	hr	115	2017-05-16	2433	1979
hr3511-115	hr	115	2017-07-27	3511	1344
hr3824-115	hr	115	2017-09-25	3824	1541
hr710-115	hr	115	2017-01-27	710	1768
hr5533-115	hr	115	2018-04-17	5533	306
hr6076-115	hr	115	2018-06-12	6076	1829
hr4206-115	hr	115	2017-11-01	4206	1721
hr6635-115	hr	115	2018-07-26	6635	1839
hr3450-115	hr	115	2017-07-27	3450	1385
hr3300-115	hr	115	2017-07-19	3300	1987
hr2741-115	hr	115	2017-05-25	2741	1997
hr2372-115	hr	115	2017-05-04	2372	608
hr1182-115	hr	115	2017-02-16	1182	1455
hr1993-115	hr	115	2017-04-06	1993	1840
hr642-115	hr	115	2017-01-24	642	1757
hr1766-115	hr	115	2017-03-28	1766	1669
hr6862-115	hr	115	2018-09-24	6862	1868
hr2031-115	hr	115	2017-04-06	2031	608
hr2070-115	hr	115	2017-04-06	2070	1853
hr527-115	hr	115	2017-01-13	527	1504
hr6854-115	hr	115	2018-09-20	6854	1830
hr2726-115	hr	115	2017-05-25	2726	1799
hr4032-115	hr	115	2017-10-12	4032	1971
hr3097-115	hr	115	2017-06-28	3097	1847
hr5262-115	hr	115	2018-03-13	5262	1837
hr5616-115	hr	115	2018-04-25	5616	1591
hr639-115	hr	115	2017-01-24	639	1869
hr170-115	hr	115	2017-01-03	170	1408
hr6686-115	hr	115	2018-08-28	6686	1887
hr6414-115	hr	115	2018-07-18	6414	282
hr5625-115	hr	115	2018-04-26	5625	1792
hr439-115	hr	115	2017-01-11	439	1751
hr4299-115	hr	115	2017-11-08	4299	1504
hr6455-115	hr	115	2018-07-19	6455	1835
hr4729-115	hr	115	2017-12-21	4729	733
hr2801-115	hr	115	2017-06-07	2801	1505
hr1329-115	hr	115	2017-03-02	1329	1885
hr6650-115	hr	115	2018-08-03	6650	983
hr4306-115	hr	115	2017-11-08	4306	1791
hr104-115	hr	115	2017-01-03	104	1796
hr6533-115	hr	115	2018-07-25	6533	1580
hr2683-115	hr	115	2017-05-25	2683	1822
hr2934-115	hr	115	2017-06-16	2934	1212
hr3556-115	hr	115	2017-07-28	3556	1002
hr2437-115	hr	115	2017-05-16	2437	1541
hr2047-115	hr	115	2017-04-06	2047	1654
hr5671-115	hr	115	2018-05-01	5671	1812
hr2575-115	hr	115	2017-05-19	2575	1799
hr1450-115	hr	115	2017-03-09	1450	1408
hr4650-115	hr	115	2017-12-14	4650	1870
hr3057-115	hr	115	2017-06-26	3057	1880
hr3561-115	hr	115	2017-07-28	3561	1872
hr3601-115	hr	115	2017-07-28	3601	1947
hr1305-115	hr	115	2017-03-02	1305	1541
hr4417-115	hr	115	2017-11-16	4417	1782
hr3509-115	hr	115	2017-07-27	3509	1632
hr1073-115	hr	115	2017-02-15	1073	1880
hr4505-115	hr	115	2017-11-30	4505	1800
hr4485-115	hr	115	2017-11-29	4485	1995
hr497-115	hr	115	2017-01-12	497	1793
hr927-115	hr	115	2017-02-07	927	1818
hr4338-115	hr	115	2017-11-09	4338	1994
hr6194-115	hr	115	2018-06-22	6194	1757
hr4542-115	hr	115	2017-12-04	4542	1979
hr4853-115	hr	115	2018-01-19	4853	1874
hr1503-115	hr	115	2017-03-10	1503	705
hr812-115	hr	115	2017-02-01	812	1505
hr6653-115	hr	115	2018-08-03	6653	1804
hr6344-115	hr	115	2018-07-12	6344	1700
hr2159-115	hr	115	2017-04-26	2159	1758
hr1977-115	hr	115	2017-04-06	1977	1516
hr4932-115	hr	115	2018-02-05	4932	1319
hr1132-115	hr	115	2017-02-16	1132	1888
hr323-115	hr	115	2017-01-05	323	1773
hr1054-115	hr	115	2017-02-14	1054	1678
hr6694-115	hr	115	2018-08-31	6694	1887
hr5444-115	hr	115	2018-04-10	5444	1637
hr3594-115	hr	115	2017-07-28	3594	608
hr6476-115	hr	115	2018-07-23	6476	1749
hr3733-115	hr	115	2017-09-11	3733	1675
hr6216-115	hr	115	2018-06-25	6216	1700
hr5125-115	hr	115	2018-02-27	5125	1960
hr4854-115	hr	115	2018-01-19	4854	1503
hr5111-115	hr	115	2018-02-27	5111	1846
hr3195-115	hr	115	2017-07-12	3195	1837
hr2060-115	hr	115	2017-04-06	2060	1549
hr5987-115	hr	115	2018-05-29	5987	1707
hr1020-115	hr	115	2017-02-13	1020	1773
hr6995-115	hr	115	2018-09-28	6995	1856
hr1893-115	hr	115	2017-04-04	1893	1611
hr2388-115	hr	115	2017-05-04	2388	1678
hr2366-115	hr	115	2017-05-04	2366	1822
hr120-115	hr	115	2017-01-03	120	1502
hr2929-115	hr	115	2017-06-15	2929	1612
hr2557-115	hr	115	2017-05-19	2557	1721
hr6227-115	hr	115	2018-06-26	6227	1082
hr3859-115	hr	115	2017-09-27	3859	1212
hr3401-115	hr	115	2017-07-26	3401	1385
hr1626-115	hr	115	2017-03-20	1626	1543
hr7153-115	hr	115	2018-11-16	7153	1543
hr6671-115	hr	115	2018-08-14	6671	1803
hr2798-115	hr	115	2017-06-07	2798	1328
hr4732-115	hr	115	2017-12-21	4732	1549
hr538-115	hr	115	2017-01-13	538	91
hr5529-115	hr	115	2018-04-17	5529	871
hr840-115	hr	115	2017-02-02	840	1799
hr1416-115	hr	115	2017-03-07	1416	1431
hr4465-115	hr	115	2017-11-28	4465	1900
hr4953-115	hr	115	2018-02-06	4953	1651
hr6390-115	hr	115	2018-07-16	6390	1895
hr1404-115	hr	115	2017-03-07	1404	1459
hr6919-115	hr	115	2018-09-26	6919	1787
hr1351-115	hr	115	2017-03-02	1351	1844
